MS-DRG,DRG_CODE,MDC,TYPE,DESCRIPTION,WEIGHT
768,768,14,SURG,VAGINAL DELIVERY W O.R. PROC EXCEPT STERIL &/OR D&C,1.0976
769,769,14,SURG,POSTPARTUM & POST ABORTION DIAGNOSES W O.R. PROCEDURE,2.1785
770,770,14,SURG,"ABORTION W D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",0.707
774,774,14,MED,VAGINAL DELIVERY W COMPLICATING DIAGNOSES,0.7137
775,775,14,MED,VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,0.5625
776,776,14,MED,POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,0.7075
777,777,14,MED,ECTOPIC PREGNANCY,0.955
778,778,14,MED,THREATENED ABORTION,0.5247
779,779,14,MED,ABORTION W/O D&C,0.4843
780,780,14,MED,FALSE LABOR,0.2515
781,781,14,MED,OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,0.7568
782,782,14,MED,OTHER ANTEPARTUM DIAGNOSES W/O MEDICAL COMPLICATIONS,0.4463
789,789,15,MED,"NEONATES, DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY",1.5258
790,790,15,MED,"EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME, NEONATE",5.0315
791,791,15,MED,PREMATURITY W MAJOR PROBLEMS,3.4363
792,792,15,MED,PREMATURITY W/O MAJOR PROBLEMS,2.0734
793,793,15,MED,FULL TERM NEONATE W MAJOR PROBLEMS,3.5299
794,794,15,MED,NEONATE W OTHER SIGNIFICANT PROBLEMS,1.2494
795,795,15,MED,NORMAL NEWBORN,0.1692
799,799,16,SURG,SPLENECTOMY W MCC,5.0639
800,800,16,SURG,SPLENECTOMY W CC,2.5234
801,801,16,SURG,SPLENECTOMY W/O CC/MCC,1.598
802,802,16,SURG,OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC,3.1642
803,803,16,SURG,OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC,1.8831
804,804,16,SURG,OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W/O CC/MCC,1.1558
808,808,16,MED,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,2.2217
809,809,16,MED,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,1.1901
810,810,16,MED,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,0.8226
811,811,16,MED,RED BLOOD CELL DISORDERS W MCC,1.2488
812,812,16,MED,RED BLOOD CELL DISORDERS W/O MCC,0.7985
813,813,16,MED,COAGULATION DISORDERS,1.6433
814,814,16,MED,RETICULOENDOTHELIAL & IMMUNITY DISORDERS W MCC,1.691
815,815,16,MED,RETICULOENDOTHELIAL & IMMUNITY DISORDERS W CC,0.9844
816,816,16,MED,RETICULOENDOTHELIAL & IMMUNITY DISORDERS W/O CC/MCC,0.6655
820,820,17,SURG,LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W MCC,5.8779
821,821,17,SURG,LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,2.4025
822,822,17,SURG,LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,1.2336
823,823,17,SURG,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,4.485
824,824,17,SURG,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,2.1684
825,825,17,SURG,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W/O CC/MCC,1.2935
826,826,17,SURG,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,4.928
827,827,17,SURG,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,2.2746
828,828,17,SURG,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,1.3642
829,829,17,SURG,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,3.1769
830,830,17,SURG,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W/O CC/MCC,1.2781
834,834,17,MED,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,5.3828
835,835,17,MED,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,2.1606
836,836,17,MED,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC,1.224
837,837,17,MED,CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,6.0485
838,838,17,MED,CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,2.8181
839,839,17,MED,CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,1.3175
840,840,17,MED,LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,3.0843
841,841,17,MED,LYMPHOMA & NON-ACUTE LEUKEMIA W CC,1.6167
842,842,17,MED,LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,1.083
843,843,17,MED,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,1.7768
844,844,17,MED,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,1.1701
845,845,17,MED,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W/O CC/MCC,0.783
846,846,17,MED,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,2.4337
847,847,17,MED,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,1.1062
848,848,17,MED,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W/O CC/MCC,0.8635
849,849,17,MED,RADIOTHERAPY,1.4239
853,853,18,SURG,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,5.3491
854,854,18,SURG,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,2.4891
855,855,18,SURG,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC,1.5849
856,856,18,SURG,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,4.7874
857,857,18,SURG,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,2.0412
858,858,18,SURG,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W/O CC/MCC,1.3115
862,862,18,MED,POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W MCC,1.8903
863,863,18,MED,POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W/O MCC,0.9845
864,864,18,MED,FEVER,0.8441
865,865,18,MED,VIRAL ILLNESS W MCC,1.7351
866,866,18,MED,VIRAL ILLNESS W/O MCC,0.7855
867,867,18,MED,OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W MCC,2.6139
868,868,18,MED,OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W CC,1.0775
869,869,18,MED,OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W/O CC/MCC,0.7406
870,870,18,MED,SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,5.9187
871,871,18,MED,SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,1.8527
872,872,18,MED,SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,1.0687
876,876,19,SURG,O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS,2.8172
880,880,19,MED,ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,0.6388
881,881,19,MED,DEPRESSIVE NEUROSES,0.6541
882,882,19,MED,NEUROSES EXCEPT DEPRESSIVE,0.6953
883,883,19,MED,DISORDERS OF PERSONALITY & IMPULSE CONTROL,1.2682
884,884,19,MED,ORGANIC DISTURBANCES & MENTAL RETARDATION,1.006
885,885,19,MED,PSYCHOSES,1.0048
886,886,19,MED,BEHAVIORAL & DEVELOPMENTAL DISORDERS,0.9173
887,887,19,MED,OTHER MENTAL DISORDER DIAGNOSES,0.9795
894,894,20,MED,"ALCOHOL/DRUG ABUSE OR DEPENDENCE, LEFT AMA",0.4509
895,895,20,MED,ALCOHOL/DRUG ABUSE OR DEPENDENCE W REHABILITATION THERAPY,1.1939
896,896,20,MED,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W MCC,1.5146
897,897,20,MED,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,0.6824
901,901,21,SURG,WOUND DEBRIDEMENTS FOR INJURIES W MCC,4.0316
902,902,21,SURG,WOUND DEBRIDEMENTS FOR INJURIES W CC,1.7077
903,903,21,SURG,WOUND DEBRIDEMENTS FOR INJURIES W/O CC/MCC,1.0527
904,904,21,SURG,SKIN GRAFTS FOR INJURIES W CC/MCC,3.1738
905,905,21,SURG,SKIN GRAFTS FOR INJURIES W/O CC/MCC,1.2475
906,906,21,SURG,HAND PROCEDURES FOR INJURIES,1.2228
907,907,21,SURG,OTHER O.R. PROCEDURES FOR INJURIES W MCC,3.9235
908,908,21,SURG,OTHER O.R. PROCEDURES FOR INJURIES W CC,1.9485
909,909,21,SURG,OTHER O.R. PROCEDURES FOR INJURIES W/O CC/MCC,1.215
913,913,21,MED,TRAUMATIC INJURY W MCC,1.1683
914,914,21,MED,TRAUMATIC INJURY W/O MCC,0.711
915,915,21,MED,ALLERGIC REACTIONS W MCC,1.4721
916,916,21,MED,ALLERGIC REACTIONS W/O MCC,0.5139
917,917,21,MED,POISONING & TOXIC EFFECTS OF DRUGS W MCC,1.4093
918,918,21,MED,POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,0.6346
919,919,21,MED,COMPLICATIONS OF TREATMENT W MCC,1.7206
920,920,21,MED,COMPLICATIONS OF TREATMENT W CC,0.9779
921,921,21,MED,COMPLICATIONS OF TREATMENT W/O CC/MCC,0.6522
922,922,21,MED,"OTHER INJURY, POISONING & TOXIC EFFECT DIAG W MCC",1.5088
923,923,21,MED,"OTHER INJURY, POISONING & TOXIC EFFECT DIAG W/O MCC",0.662
927,927,22,SURG,EXTENSIVE BURNS OR FULL THICKNESS BURNS W MV 96+ HRS W SKIN GRAFT,16.4534
928,928,22,SURG,FULL THICKNESS BURN W SKIN GRAFT OR INHAL INJ W CC/MCC,5.7744
929,929,22,SURG,FULL THICKNESS BURN W SKIN GRAFT OR INHAL INJ W/O CC/MCC,2.209
933,933,22,MED,EXTENSIVE BURNS OR FULL THICKNESS BURNS W MV 96+ HRS W/O SKIN GRAFT,3.2785
934,934,22,MED,FULL THICKNESS BURN W/O SKIN GRFT OR INHAL INJ,1.6045
935,935,22,MED,NON-EXTENSIVE BURNS,1.3909
939,939,23,SURG,O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W MCC,3.1182
940,940,23,SURG,O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W CC,1.7675
941,941,23,SURG,O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W/O CC/MCC,1.3403
945,945,23,MED,REHABILITATION W CC/MCC,1.3804
946,946,23,MED,REHABILITATION W/O CC/MCC,1.2037
947,947,23,MED,SIGNS & SYMPTOMS W MCC,1.1324
948,948,23,MED,SIGNS & SYMPTOMS W/O MCC,0.6897
949,949,23,MED,AFTERCARE W CC/MCC,1.0038
950,950,23,MED,AFTERCARE W/O CC/MCC,0.6005
951,951,23,MED,OTHER FACTORS INFLUENCING HEALTH STATUS,0.8578
955,955,24,SURG,CRANIOTOMY FOR MULTIPLE SIGNIFICANT TRAUMA,5.4056
956,956,24,SURG,"LIMB REATTACHMENT, HIP & FEMUR PROC FOR MULTIPLE SIGNIFICANT TRAUMA",3.8321
957,957,24,SURG,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W MCC,6.7306
958,958,24,SURG,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W CC,3.8734
959,959,24,SURG,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC,2.5391
963,963,24,MED,OTHER MULTIPLE SIGNIFICANT TRAUMA W MCC,2.6733
964,964,24,MED,OTHER MULTIPLE SIGNIFICANT TRAUMA W CC,1.3904
965,965,24,MED,OTHER MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC,0.9824
969,969,25,SURG,HIV W EXTENSIVE O.R. PROCEDURE W MCC,5.4896
970,970,25,SURG,HIV W EXTENSIVE O.R. PROCEDURE W/O MCC,2.2785
974,974,25,MED,HIV W MAJOR RELATED CONDITION W MCC,2.6335
975,975,25,MED,HIV W MAJOR RELATED CONDITION W CC,1.3383
976,976,25,MED,HIV W MAJOR RELATED CONDITION W/O CC/MCC,0.8627
977,977,25,MED,HIV W OR W/O OTHER RELATED CONDITION,1.1194
981,981,,SURG,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,4.9319
982,982,,SURG,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,2.8504
983,983,,SURG,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,1.7462
984,984,,SURG,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,3.4143
985,985,,SURG,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,1.8859
986,986,,SURG,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,1.0389
987,987,,SURG,NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,3.3422
988,988,,SURG,NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W CC,1.7554
989,989,,SURG,NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,1.043
998,998,,**,PRINCIPAL DIAGNOSIS INVALID AS DISCHARGE DIAGNOSIS,0.0
999,999,,**,UNGROUPABLE,0.0
