MS-DRG,DRG_CODE,MDC,TYPE,DESCRIPTION,WEIGHT
769,769,14,SURG,POSTPARTUM & POST ABORTION DIAGNOSES W O.R. PROCEDURE,1.4668
770,770,14,SURG,"ABORTION W D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",0.6489
774,774,14,MED,VAGINAL DELIVERY W COMPLICATING DIAGNOSES,0.7217
775,775,14,MED,VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,0.5755
776,776,14,MED,POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,0.6565
777,777,14,MED,ECTOPIC PREGNANCY,0.8777
778,778,14,MED,THREATENED ABORTION,0.5049
779,779,14,MED,ABORTION W/O D&C,0.4962
780,780,14,MED,FALSE LABOR,0.1896
781,781,14,MED,OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,0.6687
782,782,14,MED,OTHER ANTEPARTUM DIAGNOSES W/O MEDICAL COMPLICATIONS,0.405
789,789,15,MED,"NEONATES, DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY",1.5035
790,790,15,MED,"EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME, NEONATE",4.9579
791,791,15,MED,PREMATURITY W MAJOR PROBLEMS,3.3861
792,792,15,MED,PREMATURITY W/O MAJOR PROBLEMS,2.0431
793,793,15,MED,FULL TERM NEONATE W MAJOR PROBLEMS,3.4783
794,794,15,MED,NEONATE W OTHER SIGNIFICANT PROBLEMS,1.2311
795,795,15,MED,NORMAL NEWBORN,0.1667
799,799,16,SURG,SPLENECTOMY W MCC,5.1496
800,800,16,SURG,SPLENECTOMY W CC,2.6372
801,801,16,SURG,SPLENECTOMY W/O CC/MCC,1.5736
802,802,16,SURG,OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC,3.6452
803,803,16,SURG,OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC,1.7576
804,804,16,SURG,OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W/O CC/MCC,1.1211
808,808,16,MED,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,2.0902
809,809,16,MED,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,1.1767
810,810,16,MED,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,0.849
811,811,16,MED,RED BLOOD CELL DISORDERS W MCC,1.2556
812,812,16,MED,RED BLOOD CELL DISORDERS W/O MCC,0.7872
813,813,16,MED,COAGULATION DISORDERS,1.5841
814,814,16,MED,RETICULOENDOTHELIAL & IMMUNITY DISORDERS W MCC,1.6794
815,815,16,MED,RETICULOENDOTHELIAL & IMMUNITY DISORDERS W CC,1.0102
816,816,16,MED,RETICULOENDOTHELIAL & IMMUNITY DISORDERS W/O CC/MCC,0.6918
820,820,17,SURG,LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W MCC,5.7228
821,821,17,SURG,LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,2.3066
822,822,17,SURG,LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,1.1935
823,823,17,SURG,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,4.5397
824,824,17,SURG,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,2.2603
825,825,17,SURG,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W/O CC/MCC,1.2712
826,826,17,SURG,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,4.868
827,827,17,SURG,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,2.1765
828,828,17,SURG,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,1.3409
829,829,17,SURG,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,3.0335
830,830,17,SURG,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W/O CC/MCC,1.1804
834,834,17,MED,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,5.1622
835,835,17,MED,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,2.2133
836,836,17,MED,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC,1.0992
837,837,17,MED,CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,6.4881
838,838,17,MED,CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,2.7537
839,839,17,MED,CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,1.2412
840,840,17,MED,LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,3.0103
841,841,17,MED,LYMPHOMA & NON-ACUTE LEUKEMIA W CC,1.6192
842,842,17,MED,LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,1.045
843,843,17,MED,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,1.8719
844,844,17,MED,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,1.2216
845,845,17,MED,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W/O CC/MCC,0.8612
846,846,17,MED,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,2.4374
847,847,17,MED,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,1.0447
848,848,17,MED,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W/O CC/MCC,0.7878
849,849,17,MED,RADIOTHERAPY,1.3396
853,853,18,SURG,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,5.3431
854,854,18,SURG,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,2.5583
855,855,18,SURG,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC,1.5331
856,856,18,SURG,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,4.8125
857,857,18,SURG,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,2.0649
858,858,18,SURG,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W/O CC/MCC,1.2534
862,862,18,MED,POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W MCC,2.0099
863,863,18,MED,POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W/O MCC,0.9822
864,864,18,MED,FEVER,0.8443
865,865,18,MED,VIRAL ILLNESS W MCC,1.5181
866,866,18,MED,VIRAL ILLNESS W/O MCC,0.7594
867,867,18,MED,OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W MCC,2.5861
868,868,18,MED,OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W CC,1.0762
869,869,18,MED,OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W/O CC/MCC,0.7415
870,870,18,MED,SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,5.8399
871,871,18,MED,SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,1.8803
872,872,18,MED,SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,1.0988
876,876,19,SURG,O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS,2.7097
880,880,19,MED,ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,0.6474
881,881,19,MED,DEPRESSIVE NEUROSES,0.6356
882,882,19,MED,NEUROSES EXCEPT DEPRESSIVE,0.6271
883,883,19,MED,DISORDERS OF PERSONALITY & IMPULSE CONTROL,1.3613
884,884,19,MED,ORGANIC DISTURBANCES & MENTAL RETARDATION,0.985
885,885,19,MED,PSYCHOSES,0.9539
886,886,19,MED,BEHAVIORAL & DEVELOPMENTAL DISORDERS,0.7812
887,887,19,MED,OTHER MENTAL DISORDER DIAGNOSES,0.9473
894,894,20,MED,"ALCOHOL/DRUG ABUSE OR DEPENDENCE, LEFT AMA",0.4278
895,895,20,MED,ALCOHOL/DRUG ABUSE OR DEPENDENCE W REHABILITATION THERAPY,1.0963
896,896,20,MED,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W MCC,1.5271
897,897,20,MED,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,0.6788
901,901,21,SURG,WOUND DEBRIDEMENTS FOR INJURIES W MCC,4.3477
902,902,21,SURG,WOUND DEBRIDEMENTS FOR INJURIES W CC,1.7079
903,903,21,SURG,WOUND DEBRIDEMENTS FOR INJURIES W/O CC/MCC,0.989
904,904,21,SURG,SKIN GRAFTS FOR INJURIES W CC/MCC,2.9145
905,905,21,SURG,SKIN GRAFTS FOR INJURIES W/O CC/MCC,1.263
906,906,21,SURG,HAND PROCEDURES FOR INJURIES,1.1596
907,907,21,SURG,OTHER O.R. PROCEDURES FOR INJURIES W MCC,3.8565
908,908,21,SURG,OTHER O.R. PROCEDURES FOR INJURIES W CC,1.9519
909,909,21,SURG,OTHER O.R. PROCEDURES FOR INJURIES W/O CC/MCC,1.2051
913,913,21,MED,TRAUMATIC INJURY W MCC,1.2273
914,914,21,MED,TRAUMATIC INJURY W/O MCC,0.6998
915,915,21,MED,ALLERGIC REACTIONS W MCC,1.5168
916,916,21,MED,ALLERGIC REACTIONS W/O MCC,0.5042
917,917,21,MED,POISONING & TOXIC EFFECTS OF DRUGS W MCC,1.4542
918,918,21,MED,POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,0.6304
919,919,21,MED,COMPLICATIONS OF TREATMENT W MCC,1.6615
920,920,21,MED,COMPLICATIONS OF TREATMENT W CC,0.9693
921,921,21,MED,COMPLICATIONS OF TREATMENT W/O CC/MCC,0.6637
922,922,21,MED,"OTHER INJURY, POISONING & TOXIC EFFECT DIAG W MCC",1.4305
923,923,21,MED,"OTHER INJURY, POISONING & TOXIC EFFECT DIAG W/O MCC",0.6438
927,927,22,SURG,EXTENSIVE BURNS OR FULL THICKNESS BURNS W MV 96+ HRS W SKIN GRAFT,16.4026
928,928,22,SURG,FULL THICKNESS BURN W SKIN GRAFT OR INHAL INJ W CC/MCC,4.7919
929,929,22,SURG,FULL THICKNESS BURN W SKIN GRAFT OR INHAL INJ W/O CC/MCC,2.242
933,933,22,MED,EXTENSIVE BURNS OR FULL THICKNESS BURNS W MV 96+ HRS W/O SKIN GRAFT,2.374
934,934,22,MED,FULL THICKNESS BURN W/O SKIN GRFT OR INHAL INJ,1.5123
935,935,22,MED,NON-EXTENSIVE BURNS,1.341
939,939,23,SURG,O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W MCC,2.7769
940,940,23,SURG,O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W CC,1.8108
941,941,23,SURG,O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W/O CC/MCC,1.1776
945,945,23,MED,REHABILITATION W CC/MCC,1.3204
946,946,23,MED,REHABILITATION W/O CC/MCC,1.253
947,947,23,MED,SIGNS & SYMPTOMS W MCC,1.1131
948,948,23,MED,SIGNS & SYMPTOMS W/O MCC,0.701
949,949,23,MED,AFTERCARE W CC/MCC,0.9372
950,950,23,MED,AFTERCARE W/O CC/MCC,0.5693
951,951,23,MED,OTHER FACTORS INFLUENCING HEALTH STATUS,0.8105
955,955,24,SURG,CRANIOTOMY FOR MULTIPLE SIGNIFICANT TRAUMA,5.417
956,956,24,SURG,"LIMB REATTACHMENT, HIP & FEMUR PROC FOR MULTIPLE SIGNIFICANT TRAUMA",3.6372
957,957,24,SURG,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W MCC,6.4182
958,958,24,SURG,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W CC,3.9004
959,959,24,SURG,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC,2.5646
963,963,24,MED,OTHER MULTIPLE SIGNIFICANT TRAUMA W MCC,2.8483
964,964,24,MED,OTHER MULTIPLE SIGNIFICANT TRAUMA W CC,1.4975
965,965,24,MED,OTHER MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC,0.96
969,969,25,SURG,HIV W EXTENSIVE O.R. PROCEDURE W MCC,5.4815
970,970,25,SURG,HIV W EXTENSIVE O.R. PROCEDURE W/O MCC,2.6631
974,974,25,MED,HIV W MAJOR RELATED CONDITION W MCC,2.5943
975,975,25,MED,HIV W MAJOR RELATED CONDITION W CC,1.3142
976,976,25,MED,HIV W MAJOR RELATED CONDITION W/O CC/MCC,0.8416
977,977,25,MED,HIV W OR W/O OTHER RELATED CONDITION,1.0517
981,981,,SURG,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,5.027
982,982,,SURG,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,2.8276
983,983,,SURG,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,1.7175
984,984,,SURG,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,3.6217
985,985,,SURG,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,2.0895
986,986,,SURG,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,1.071
987,987,,SURG,NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,3.3374
988,988,,SURG,NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W CC,1.8141
989,989,,SURG,NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,1.015
998,998,,**,PRINCIPAL DIAGNOSIS INVALID AS DISCHARGE DIAGNOSIS,0.0
999,999,,**,UNGROUPABLE,0.0
